-10.0  -0.000217176590394
-9.9  -0.000240015077976
-9.8  -0.000265255029052
-9.7  -0.000293148901229
-9.6  -0.000323975679738
-9.5  -0.000358043662152
-9.4  -0.000395693534826
-9.3  -0.000437301771475
-9.2  -0.000483284387464
-9.1  -0.000534101086842
-9.0  -0.000590259842961
-8.9  -0.000652321957705
-8.8  -0.00072090764899
-8.7  -0.000796702221236
-8.6  -0.000880462879097
-8.5  -0.000973026250851
-8.4  -0.00107531669454
-8.3  -0.00118835546733
-8.2  -0.00131327084656
-8.1  -0.00145130929986
-8.0  -0.00160384781113
-7.9  -0.00177240748003
-7.8  -0.00195866852366
-7.7  -0.00216448682179
-7.6  -0.00239191216064
-7.5  -0.00264320834446
-7.4  -0.00292087536048
-7.3  -0.00322767379945
-7.2  -0.00356665175255
-7.1  -0.00394117442511
-7.0  -0.00435495672843
-6.9  -0.00481209913312
-6.8  -0.00531712709113
-6.7  -0.00587503435773
-6.6  -0.00649133057065
-6.5  -0.0071720934694
-6.4  -0.00792402616468
-6.3  -0.00875451989423
-6.2  -0.00967172272752
-6.1  -0.0106846147061
-6.0  -0.0118030899296
-5.9  -0.0130380461147
-5.8  -0.0144014821718
-5.7  -0.0159066043474
-5.6  -0.0175679414843
-5.5  -0.0194014699354
-5.4  -0.0214247486437
-5.3  -0.0236570648567
-5.2  -0.0261195908771
-5.1  -0.0288355521626
-5.0  -0.0318304069627
-4.9  -0.035132037522
-4.8  -0.0387709526756
-4.7  -0.0427805014111
-4.6  -0.0471970966583
-4.5  -0.0520604482024
-4.4  -0.0574138031696
-4.3  -0.0633041920263
-4.2  -0.0697826774457
-4.1  -0.0769046027366
-4.0  -0.084729835806
-3.9  -0.0933230038517
-3.8  -0.102753713174
-3.7  -0.113096747691
-3.6  -0.124432238976
-3.5  -0.136845799994
-3.4  -0.150428614212
-3.3  -0.165277471566
-3.2  -0.181494742911
-3.1  -0.19918828523
-3.0  -0.218471271123
-2.9  -0.23946193808
-2.8  -0.26228325587
-2.7  -0.287062514099
-2.6  -0.313930836708
-2.5  -0.34302263582
-2.4  -0.374475023877
-2.3  -0.408427210188
-2.2  -0.445019915692
-2.1  -0.484394847524
-2.0  -0.526694282526
-1.9  -0.57206081579
-1.8  -0.620637336332
-1.7  -0.672567296773
-1.6  -0.727995347448
-1.5  -0.787068407683
-1.4  -0.849937248519
-1.3  -0.916758662447
-1.2  -0.987698297604
-1.1  -1.06293423736
-1.0  -1.14266141228
-0.9  -1.22709694138
-0.8  -1.31648651342
-0.7  -1.41111193871
-0.6  -1.51130002478
-0.5  -1.61743295688
-0.4  -1.72996039078
-0.3  -1.84941348808
-0.2  -1.97642113202
-0.1  -2.11172854345
0.0  -2.25621845001
0.1  -2.41093482081
0.2  -2.57710892714
0.3  -2.75618708643
0.4  -2.94985885521
0.5  -3.16008364363
0.6  -3.38911277295
0.7  -3.63950303768
0.8  -3.91411716492
0.9  -4.21610664875
1.0  -4.54887381401
1.1  -4.91601300683
1.2  -5.3212353501
1.3  -5.76828649197
1.4  -6.26087033159
1.5  -6.80259181611
1.6  -7.39692764276
1.7  -8.04722618301
1.8  -8.75673011676
1.9  -9.52861040265
2.0  -10.366000086
2.1  -11.2720204159
2.2  -12.2497972691
2.3  -13.3024698893
2.4  -14.4331940439
2.5  -15.6451365366
2.6  -16.9414469432
2.7  -18.3251755131
2.8  -19.7990868346
2.9  -21.3653107928
3.0  -23.0248042212
3.1  -24.7766951852
3.2  -26.617721932
3.3  -28.5420504976
3.4  -30.5416434627
3.5  -32.6070926015
3.6  -34.7286159683
3.7  -36.8969073359
3.8  -39.1036730855
3.9  -41.3418555606
4.0  -43.6056312137
4.1  -45.8902851152
4.2  -48.1920384398
4.3  -50.5078741185
4.4  -52.8353818684
4.5  -55.1726293817
4.6  -57.5180592044
4.7  -59.8704078876
4.8  -62.2286432782
4.9  -64.5919160872
5.0  -66.9595224868
5.1  -69.3308751468
5.2  -71.7054807053
5.3  -74.0829221442
5.4  -76.4628449157
5.5  -78.8449459459
5.6  -81.2289648599
5.7  -83.6146769294
5.8  -86.0018873677
5.9  -88.3904266812
6.0  -90.7801468588
6.1  -93.1709182278
6.2  -95.5626268435
6.3  -97.9551723105
6.4  -100.348465953
6.5  -102.74242927
6.6  -105.136992628
6.7  -107.532094143
6.8  -109.927678726
6.9  -112.32369726
7.0  -114.720105895
7.1  -117.116865433
7.2  -119.513940791
7.3  -121.911300542
7.4  -124.308916504
7.5  -126.706763383
7.6  -129.104818462
7.7  -131.503061321
7.8  -133.901473599
7.9  -136.300038768
8.0  -138.69874195
8.1  -141.097569743
8.2  -143.496510069
8.3  -145.89555204
8.4  -148.294685837
8.5  -150.693902601
8.6  -153.093194339
8.7  -155.492553836
8.8  -157.89197458
8.9  -160.291450687
9.0  -162.690976847
9.1  -165.090548259
9.2  -167.490160589
9.3  -169.889809918
9.4  -172.289492706
9.5  -174.689205753
9.6  -177.088946166
9.7  -179.488711331
9.8  -181.888498882
9.9  -184.288306684
10.0  -186.688132801
